Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
20781, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,46,16790,69
20781, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,45900,0
20781, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,206772,0
26880,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,1
26880,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,18,6570,24
26880,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18079,0
26880,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,75243,0
211627, General,3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,27,9855,42
211627, General,3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16000,0
211627, General,3,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,52234,0
17331, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,78,28470,144
17331, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,35886,0
17331, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,62161,0
211638, Rehabilitation,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,0,0
211638, Rehabilitation,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211638, Rehabilitation,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2014,N,"Volumes, Hospital, Inpatient",Physical Rehabilitation Hospital,Rehabilitation,40,14600,48
26630, Academic,12,5,2,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Academic,Academic,797,290905,842
26630, Academic,12,5,2,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,76865,0
26630, Academic,12,5,2,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,394309,0
390254, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,103,37595,124
390254, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,11,4015,12
390254, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,19016,0
390254, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,952446,0
211649, General,17,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,344,125560,482
211649, General,17,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",14,5110,18
211649, General,17,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,54545,0
211649, General,17,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,511017,0
18754, General,5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,320,116800,458
18754, General,5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",41,14965,45
18754, General,5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,104,37960,106
18754, General,5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,133002,0
18754, General,5,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,937290,0
211657, General,3,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,171,62415,208
211657, General,3,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,65259,0
211657, General,3,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,57779,0
403256, General,15,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,20,7300,88
403256, General,15,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,15,5475,20
403256, General,15,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13837,0
403256, General,15,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,130249,0
211671, Teaching,7,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,46738,0
211671, Teaching,7,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,134851,0
211671, Teaching,7,7,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Teaching,Teaching,102,37230,196
211677, General,44,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,454,165710,528
211677, General,44,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,27,9855,30
211677, General,44,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,130083,0
211677, General,44,3,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,993576,0
211679, General,11,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,179,65335,237
211679, General,11,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,22,8030,48
211679, General,11,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,72050,0
211679, General,11,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,141972,0
211684, Long Term Acute Care,1,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Inpatient",Long Term Acute Care Hospital,Long Term Acute Care,18,6570,47
211684, Long Term Acute Care,1,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,0,0
211684, Long Term Acute Care,1,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211689, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,10,3650,21
211689, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,0,390,0
211689, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11788,0
211689, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,255448,0
211690, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,26,9490,44
211690, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,328257,0
211690, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10514,0
450747, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,4,1460,63
450747, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,8,2920,12
450747, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,6926,0
450747, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,9475,0
458895, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,67,24455,102
458895, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,29,10585,30
458895, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,23685,0
458895, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,511296,0
211693, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,44,16060,140
211693, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,18382,0
211693, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,23605,0
18407, General,9,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,115,41975,312
18407, General,9,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,31167,0
18407, General,9,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,196521,0
17696, General,5,0,0,Y,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,127,46355,218
17696, General,5,0,0,Y,HAP     ,Unaccredited,2015,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,17
17696, General,5,0,0,Y,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,32664,0
17696, General,5,0,0,Y,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,46434,0
211721,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,4,1460,5
211721,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,9,3285,20
211721,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,4512,0
211721,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,29383,0
211723, General,4,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,13,4745,66
211723, General,4,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,11,4015,12
211723, General,4,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,8761,0
211723, General,4,0,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,153595,0
380064, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,94,34310,205
380064, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,11,4015,27
380064, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,40444,0
380064, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,116756,0
211737, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,11,4015,30
211737, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13883,0
211737, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,82435,0
211739, General,2,0,0,N,HAP     ,Accreditation Denied,2016,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,7,2555,50
211739, General,2,0,0,N,HAP     ,Accreditation Denied,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211739, General,2,0,0,N,HAP     ,Accreditation Denied,2016,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,37196,0
17017, General,8,4,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,117,42705,248
17017, General,8,4,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,36284,0
17017, General,8,4,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,205786,0
211761, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,220,80300,342
211761, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",23,8395,30
211761, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,96,35040,128
211761, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,72750,0
211761, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,179170,0
211782, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,7,2555,34
211782, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211782, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,415920,0
211783, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,60,21900,119
211783, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,16
211783, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,20433,0
211783, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,391978,0
211790, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,82,29930,90
211790, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,26,9490,32
211790, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13800,0
211790, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,444077,0
211791, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,16,5840,27
211791, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,16,5840,22
211791, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9757,0
211791, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,509221,0
211792, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,17,6205,30
211792, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11474,0
211792, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,293625,0
211795,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,3
211795,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,22
211795,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,3985,0
211795,None,0,0,0,Y,HAP     ,Unaccredited,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,29413,0
211800, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,56,20440,152
211800, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,1,365,12
211800, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,20136,0
211800, General,2,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,55368,0
211801, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,15,5475,75
211801, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,9,3285,12
211801, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,15000,0
211801, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,41200,0
211818, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,29,10585,40
211818, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",7,2555,16
211818, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,9,3285,16
211818, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,11534,0
211818, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,3720189,0
211819, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,64,23360,79
211819, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,10,3650,19
211819, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,21713,0
211819, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,501474,0
211822, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,28,10220,83
211822, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,30,10950,42
211822, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,14764,0
211822, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,633643,0
211823, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,4,1460,13
211823, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211823, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,278294,0
211824, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,30,10950,48
211824, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,23
211824, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13688,0
211824, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,737671,0
211825, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,64,23360,87
211825, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,14,5110,16
211825, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24205,0
211825, General,8,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,804533,0
20522, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,216,78840,423
20522, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,45273,0
20522, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,82484,0
211832, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,163,59495,200
211832, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,27,9855,30
211832, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,35278,0
211832, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,652980,0
211851, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,249,90885,387
211851, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,53616,0
